Time,PV_Cell_Temperature (°C),Humidity (%),Pressure (Pa),Solar_Irradiation (W/m^2),Wind_Speed (m/s),Rainfall_Status (0/1),Inverter_Power (W)
2023-10-01 04:40:00,9.101613929507227,49.837310861184655,10199141.190267922,0,10.383995290614452,0,0
2023-10-01 04:45:00,8,49.644260009816584,10195024.592396991,0,10.383995290614452,0,0
2023-10-01 04:50:00,8,49.77034398941295,10200840.95848473,0,10.383995290614452,0,0
2023-10-01 04:55:00,8,49.55328564829127,10194484.764800776,0,10.383995290614452,0,0
2023-10-01 05:00:00,8,50.18748757064631,10198817.388304127,0,10.383995290614452,0,0
2023-10-01 05:05:00,8,49.73003049021751,10208812.461484592,0,10.008820427594047,0,0
2023-10-01 05:10:00,8,50.418386325016534,10208181.474214846,0,10.008820427594047,0,0
2023-10-01 05:15:00,8,49.90196052679671,10192115.929500174,0,10.008820427594047,0,0
2023-10-01 05:20:00,8,50.346833807086476,10201987.921677606,0,10.008820427594047,0,0
2023-10-01 05:25:00,8,50.058364674916696,10192968.616015445,0,10.008820427594047,0,0
2023-10-01 05:30:00,8,50.12025385552009,10205922.779297536,0,10.008820427594047,0,0
2023-10-01 05:35:00,8,50.37526155692544,10191395.537965495,0,10.008820427594047,0,0
2023-10-01 05:40:00,8,49.883648807315645,10207111.00774251,0,10.008820427594047,0,0
2023-10-01 05:45:00,8,50.15289243603181,10206721.497984154,0,10.008820427594047,0,0
2023-10-01 05:50:00,8,49.84090412362362,10191376.912665742,0,10.008820427594047,0,0
2023-10-01 05:55:00,8,50.304660558581475,10196833.623794658,0,10.008820427594047,0,0
2023-10-01 06:00:00,8.353330470426046,50.10107461085321,10202186.506160766,94.4246809251402,10.008820427594047,0,12.036627496549622
2023-10-01 06:05:00,8,50.29440780232336,10202063.821380625,0,10.008820427594047,0,0
2023-10-01 06:10:00,11.294384514266412,50.247236955512115,10199720.160888633,2.9400555757639495,10.474171081295108,0,0.01166930116458393
2023-10-01 06:15:00,11.137697834502701,49.85053425707561,10199036.062400373,0,10.474171081295108,0,0
2023-10-01 06:20:00,8,49.96572215662261,10195311.301465018,31.3156787479831,10.474171081295108,0,1.3239068428532883
2023-10-01 06:25:00,14.424159423681125,49.53119125582842,10197601.235095695,2.3561504329144327,10.474171081295108,0,0.007494450564405872
2023-10-01 06:30:00,9.598242024394722,50.24827090224211,10194197.676802408,0,10.474171081295108,0,0
2023-10-01 06:35:00,8.400851002780168,50.49928938666873,10207738.843400337,0,10.474171081295108,0,0
2023-10-01 06:40:00,13.590120617672245,50.465146057668775,10209832.723621935,86.20304629142908,10.474171081295108,0,10.031803006395057
2023-10-01 06:45:00,14.690622481098469,50.414443646142686,10195351.94978471,0,10.474171081295108,0,0
2023-10-01 06:50:00,8.852114440576926,50.40714153350518,10204396.471382972,0,10.474171081295108,0,0
2023-10-01 06:55:00,8,49.53516815618035,10197965.903084168,7.613171893843813,10.474171081295108,0,0.07824652148503806
2023-10-01 07:00:00,18.24973019374658,49.81334293756197,10197586.942542262,269.7044268470279,10.619255811948294,0,98.19964511219315
2023-10-01 07:05:00,18.842140415863422,50.38547246982248,10208300.544785077,249.2636723340415,10.619255811948294,0,83.87871076636075
2023-10-01 07:10:00,12.128296702851088,49.72394009471188,10191796.771508276,334.68894573567775,10.619255811948294,0,151.22253203684025
2023-10-01 07:15:00,16.948688350301268,49.9019252846514,10196091.31824119,308.8655282591236,10.619255811948294,0,128.78718463816313
2023-10-01 07:20:00,12.345016064009858,50.20927105423557,10190829.203027649,368.9074528973419,10.619255811948294,0,183.72515688432614
2023-10-01 07:25:00,18.893456375156298,50.24696079234437,10208182.053195557,245.56442396199282,10.619255811948294,0,81.40754652631023
2023-10-01 07:30:00,18.91552327289448,50.14818392893559,10192824.153439822,330.13747882960666,10.619255811948294,0,147.1375191527581
2023-10-01 07:35:00,20.777135654391532,49.557662007271894,10197424.144273905,333.30292422939283,10.619255811948294,0,149.97263305481692
2023-10-01 07:40:00,13.83470753149863,49.64838545606923,10192993.92542974,322.6449931930973,10.619255811948294,0,140.53471870397465
2023-10-01 07:45:00,12.496761035232904,49.93366563085374,10195284.909119371,322.4831968739545,10.619255811948294,0,140.39380655916167
2023-10-01 07:50:00,12.3725670318798,49.9282965462732,10201762.215284666,315.6341834860548,10.619255811948294,0,134.49366600962645
2023-10-01 07:55:00,13.62955572259586,50.33670863623061,10197530.478683066,302.5992012060196,10.619255811948294,0,123.61447337020351
2023-10-01 08:00:00,21.864305095697798,50.257817096815415,10198348.619835336,498.76322388417054,10.883683693112712,0,335.8324172240971
2023-10-01 08:05:00,20.594779080252756,49.767617519640936,10195417.722845344,597.472257076151,10.883683693112712,0,481.91368226715497
2023-10-01 08:10:00,23.935027140284458,50.1221042814562,10205065.474673996,593.170953430359,10.883683693112712,0,474.9999029911995
2023-10-01 08:15:00,22.198369058196796,50.0647786464722,10196655.274327327,521.4692043253664,10.883683693112712,0,367.10567693063643
2023-10-01 08:20:00,22.733129275010967,50.08508680173276,10197421.631107425,487.70975305305353,10.883683693112712,0,321.11208435114514
2023-10-01 08:25:00,23.616238848196403,49.889414515650365,10204743.111175636,558.7434931630354,10.883683693112712,0,421.46229305524184
2023-10-01 08:30:00,28.56160076458128,49.69366393663868,10204304.823990278,543.8869467526503,10.883683693112712,0,399.3475646446923
2023-10-01 08:35:00,21.335702239967368,50.25992319141923,10191205.722118264,541.9525205062243,10.883683693112712,0,396.51192155211686
2023-10-01 08:40:00,20.162227243576254,49.719175975041225,10201424.13561513,652.1863887916322,10.883683693112712,0,574.2185657288446
2023-10-01 08:45:00,22.69825827063712,49.942714812899595,10209760.484455112,598.2078224223584,10.883683693112712,0,483.1010083898548
2023-10-01 08:50:00,24.336425026197954,50.41556536662248,10199516.195899343,491.5046735078184,10.883683693112712,0,326.1287395080367
2023-10-01 08:55:00,23.72713971368175,49.959851935834045,10190651.394551942,535.433157159177,11.11615066753566,0,387.02969881034926
2023-10-01 09:00:00,33.4234807952119,50.041161687976754,10201126.061188439,746.1246964290725,11.11615066753566,0,751.5477845388572
2023-10-01 09:05:00,30.193690096043802,49.520233158557254,10202122.773743937,839.1296992066136,11.11615066753566,0,950.5871803222856
2023-10-01 09:10:00,33.58245963215805,50.2120968417979,10193461.49397734,752.0324950485787,11.11615066753566,0,763.4963793721371
2023-10-01 09:15:00,31.311042384673755,50.221230096370704,10209125.854523689,801.9301019251521,11.11615066753566,0,868.1740493044747
2023-10-01 09:20:00,27.314932753928602,50.346512327511896,10207525.278838476,795.0294446817318,11.11615066753566,0,853.2969541797728
2023-10-01 09:25:00,26.8437399924708,49.67640902983737,10190969.744829537,665.9745336542846,11.11615066753566,0,598.7548072926566
2023-10-01 09:30:00,33.35222972040097,49.564022556511354,10194168.329731664,767.0854172196525,11.11615066753566,0,794.3670503699153
2023-10-01 09:35:00,31.06705840888749,50.46131443656701,10208456.094986098,680.0390595556488,11.11615066753566,0,624.3117154037972
2023-10-01 09:40:00,35.56412340987399,50.10171843050947,10195032.812347114,759.4140288876013,11.11615066753566,0,778.558050816253
2023-10-01 09:45:00,30.889594497089035,50.00408249334655,10201818.27014638,846.7214949664292,11.11615066753566,0,967.8653415515496
2023-10-01 09:50:00,26.6733736296537,49.88382645573894,10190078.358572932,693.3805732663675,11.11615066753566,0,649.0484361673151
2023-10-01 09:55:00,29.998407165315033,49.869681334456175,10200454.533556264,791.2395629175778,11.179111535654789,0,845.1810620000994
2023-10-01 10:00:00,39.42697424015642,49.76471483269849,10198140.613047864,983.7596453355073,11.179111535654789,0,1306.5071037173682
2023-10-01 10:05:00,35.96021155466044,50.325770948681246,10194367.383161003,956.547390475647,11.179111535654789,0,1235.2269288047896
2023-10-01 10:10:00,39.14825817906616,50.10285271246617,10195761.08859349,931.2763502931939,11.179111535654789,0,1170.8221148308055
2023-10-01 10:15:00,40.57153759345892,50.122422689963905,10190244.401504058,845.3255127391044,11.179111535654789,0,964.6765503583001
2023-10-01 10:20:00,33.3761000691007,50.213746736367746,10194988.065851357,895.012784094448,11.179111535654789,0,1081.4146429848681
2023-10-01 10:25:00,38.692245559339334,50.144486916283846,10195498.205203705,923.7501491164462,11.179111535654789,0,1151.9743562900865
2023-10-01 10:30:00,42.492353806306426,49.822099305765185,10209021.02420717,833.6762546631468,11.179111535654789,0,938.2717317453821
2023-10-01 10:35:00,38.897696870983324,49.96634433425909,10200453.431851262,893.2758192779127,11.179111535654789,0,1077.2212805639454
2023-10-01 10:40:00,40.41961997748101,50.48246280513843,10206902.01453672,937.6191497918859,11.179111535654789,0,1186.8250545762196
2023-10-01 10:45:00,39.87356514952723,50.240005411294646,10202484.927774059,820.836901841484,11.179111535654789,0,909.59384622338
2023-10-01 10:50:00,37.073325996887114,49.53067906664134,10207777.889865102,962.5423996309149,11.179111535654789,0,1250.758625967774
2023-10-01 10:55:00,35.58547451156584,50.26984009418304,10193110.813271306,864.3780584438415,11.179111535654789,0,1008.6517276908459
2023-10-01 11:00:00,46.28196987983094,49.782817498292744,10194156.698148541,990.081533493907,11.179111535654789,0,1323.352948003623
2023-10-01 11:05:00,44.74592608763568,49.763705478190644,10192080.203442177,1061.4679157658388,11.179111535654789,0,1350
2023-10-01 11:10:00,49.313441037738606,49.55355350871951,10196604.60984426,1051.431056279881,11.49442644844927,0,1350
2023-10-01 11:15:00,40.363008798690906,49.779363908757304,10191253.188720493,896.2127897558173,11.49442644844927,0,1084.3164421045715
2023-10-01 11:20:00,40.344575676967516,49.70007802998236,10207058.607066633,885.6568009969255,11.49442644844927,0,1058.9237583553456
2023-10-01 11:25:00,42.638824907945,49.74064085943633,10199720.544619977,894.8221974454019,11.49442644844927,0,1080.9541328053742
2023-10-01 11:30:00,39.89111581579911,50.175061025210184,10202278.08038199,1036.1139846189178,11.49442644844927,0,1350
2023-10-01 11:35:00,41.816399927345756,50.22348476760515,10204448.64793674,898.99340178444,11.49442644844927,0,1091.0553342101457
2023-10-01 11:40:00,42.94590749930685,49.84811163035715,10196344.319170598,886.2539422961695,11.49442644844927,0,1060.352167817928
2023-10-01 11:45:00,44.42864682786367,49.93906313350092,10199040.340216525,1051.5787426704642,11.49442644844927,0,1350
2023-10-01 11:50:00,42.7753275334154,50.24815098486212,10204013.051037,1066.5812429036928,11.49442644844927,0,1350
2023-10-01 11:55:00,43.00648469744047,50.413254384119654,10208236.113685014,1010.4749635636559,11.49442644844927,0,1350
2023-10-01 12:00:00,47.448235201231775,49.71317256238589,10208781.171630252,940.8210170416403,11.059120506588114,0,1194.9446512448098
2023-10-01 12:05:00,52.23016617776054,49.69608542038044,10194766.698058918,1054.4439748558855,11.059120506588114,0,1350
2023-10-01 12:10:00,48.913122898599575,49.53278864121841,10190744.996459652,901.4698684494108,11.059120506588114,0,1097.0746970249672
2023-10-01 12:15:00,46.55217280948159,50.05604937498788,10190819.409015942,1074.4020099326096,11.059120506588114,0,1350
2023-10-01 12:20:00,53.67422376705263,50.20761686542905,10190058.240597246,1059.986690772198,11.059120506588114,0,1350
2023-10-01 12:25:00,48.8869043746367,50.32965876095363,10198155.38075942,904.9682581216499,11.059120506588114,0,1105.6061900804398
2023-10-01 12:30:00,56.12497364145317,49.75246483609961,10197704.554620393,1019.3329914955191,11.059120506588114,0,1350
2023-10-01 12:35:00,47.01018922017588,50.38544243777896,10198415.879116317,1041.6056816444539,11.059120506588114,0,1350
2023-10-01 12:40:00,51.925341435203975,49.7556729151403,10209371.809654552,1046.3442578540341,11.059120506588114,0,1350
2023-10-01 12:45:00,46.511769795950116,49.65412073704012,10202177.056037193,1013.85028677726,11.059120506588114,0,1350
2023-10-01 12:50:00,52.83802453554799,49.80636970077702,10206231.36554419,945.3822487777692,11.059120506588114,0,1206.5592550105512
2023-10-01 12:55:00,48.221538039992055,49.90571004054401,10207672.63150208,956.9121045094234,11.059120506588114,0,1236.1690472714824
2023-10-01 13:00:00,59.735803468033765,50.03546148531926,10197874.256078906,1027.6283073455356,11.059120506588114,0,1350
2023-10-01 13:05:00,55.02685780869116,50.181482066945016,10194265.477890544,1008.1916148361464,11.059120506588114,0,1350
2023-10-01 13:10:00,60.449116302429886,49.51960686247748,10202875.069378737,931.4392659130782,11.059120506588114,0,1171.2317932143371
2023-10-01 13:15:00,55.129332868318095,49.862242565023635,10208584.95053707,974.2480139648692,11.059120506588114,0,1281.364910164564
2023-10-01 13:20:00,56.366013544263666,49.590931200207486,10194477.064775487,930.0259519285423,11.059120506588114,0,1167.680166201798
2023-10-01 13:25:00,57.080432755018784,49.73155187854431,10192006.747829607,909.5880682547943,11.059120506588114,0,1116.9231127805094
2023-10-01 13:30:00,56.317864443532834,49.826538109719955,10207661.587262485,1046.2758020528324,11.059120506588114,0,1350
2023-10-01 13:35:00,56.49586487720056,50.051788213887455,10198392.67788137,1067.2916281227667,10.602827237958829,0,1350
2023-10-01 13:40:00,53.26938778538639,49.7688857472907,10203332.359245775,888.2569693687748,10.602827237958829,0,1065.1505989034706
2023-10-01 13:45:00,58.002895091020804,50.33382593712281,10208503.557680437,1054.7842273112135,10.602827237958829,0,1350
2023-10-01 13:50:00,59.08366548762036,49.91430756650125,10205342.6365541,1052.4871187795038,10.602827237958829,0,1350
2023-10-01 13:55:00,53.692207158348815,49.515471692087104,10206437.694259755,956.5384560922101,10.602827237958829,0,1235.203854277413
2023-10-01 14:00:00,65,50.091285848001846,10199090.88055088,844.5983721698619,10.602827237958829,0,963.0176538671737
2023-10-01 14:05:00,65,49.82279994788466,10195240.096328659,934.4615548610229,10.602827237958829,0,1178.8448366429286
2023-10-01 14:10:00,65,50.29861474664597,10199350.17502434,829.9027275523138,10.602827237958829,0,929.7970252183393
2023-10-01 14:15:00,61.40273512935509,50.04472968534157,10194683.879702993,937.9993110358561,10.602827237958829,0,1187.7876551300499
2023-10-01 14:20:00,64.06770935174472,49.56311621670255,10201755.432150984,903.3060798649742,10.602827237958829,0,1101.5485297933867
2023-10-01 14:25:00,60.78169440015393,50.258110199420656,10209111.454191303,941.6279347617782,10.602827237958829,0,1196.9952761570378
2023-10-01 14:30:00,62.77129626785693,49.90585220882427,10205723.55963161,869.2799632482236,10.602827237958829,0,1020.1243335815243
2023-10-01 14:35:00,63.18754740417613,50.258476446134374,10196430.007634593,845.4602443946851,10.602827237958829,0,964.9840835500929
2023-10-01 14:40:00,63.481283884515356,49.979334849958974,10197946.841467146,867.1120463183767,10.106986714856852,0,1015.0424561750975
2023-10-01 14:45:00,65,49.670222591329235,10207996.213526009,794.3737067264884,10.106986714856852,0,851.8899410168145
2023-10-01 14:50:00,65,50.412704586120086,10192820.707003446,815.3668537698593,10.106986714856852,0,897.5111934058549
2023-10-01 14:55:00,64.31313804956753,50.1368159753042,10202919.533812735,849.4152900051623,10.106986714856852,0,974.033552107648
2023-10-01 15:00:00,61.72357446937838,49.87288607796877,10194080.816801347,703.8079143468323,10.106986714856852,0,668.7165334012711
2023-10-01 15:05:00,56.530062754495304,49.922449400661684,10202765.040700734,847.8578330405561,10.106986714856852,0,970.4649218151071
2023-10-01 15:10:00,59.106775051427746,49.73229610908229,10206172.592635952,693.2364986273365,10.106986714856852,0,648.7787380892703
2023-10-01 15:15:00,61.19334371345772,50.34362526546803,10199687.467539826,681.6617674211134,10.106986714856852,0,627.2947329709627
2023-10-01 15:20:00,63.556995178560456,50.239151054660425,10199879.122009011,782.2834202358688,10.106986714856852,0,826.155921927504
2023-10-01 15:25:00,56.66660728804554,49.89488669713757,10195104.444242226,713.6836421347411,10.106986714856852,0,687.6148604184575
2023-10-01 15:30:00,62.29234306537621,50.03687763594358,10195753.506879691,652.981257959484,10.357573351749487,0,575.6191063825726
2023-10-01 15:35:00,59.11318211351819,50.358588216519884,10196656.013891585,668.0963377840652,10.357573351749487,0,602.5761673566476
2023-10-01 15:40:00,60.82651575964695,49.95143851485401,10196649.144445593,811.9113564328218,10.357573351749487,0,889.9200684511891
2023-10-01 15:45:00,56.80438727306256,49.55182932197509,10197698.297705146,656.4202987353549,10.357573351749487,0,581.698271598947
2023-10-01 15:50:00,54.90836544145393,49.573373980874884,10204140.872383133,765.6137101725088,10.357573351749487,0,791.3218768255543
2023-10-01 15:55:00,63.73868184958651,50.03561573802884,10193730.540917724,739.0957877961712,10.357573351749487,0,737.4544877763578
2023-10-01 16:00:00,54.65666526369738,49.54351153722584,10195464.83557205,460.4693957287039,10.357573351749487,0,286.24328694372286
2023-10-01 16:05:00,58.95538328449291,50.0873881336629,10208017.681024045,510.8157695169046,10.357573351749487,0,352.25921302264896
2023-10-01 16:10:00,49.27760423185091,50.35225268716073,10206268.5154213,623.8757434257013,10.357573351749487,0,525.4482733672115
2023-10-01 16:15:00,57.09688278208732,49.50275578510787,10199218.330844035,589.2903981140009,10.357573351749487,0,468.80528396763293
2023-10-01 16:20:00,51.39142714095878,50.131986938957304,10208557.671986107,581.7228932508297,10.421939484860898,0,456.8420581183569
2023-10-01 16:25:00,58.66369792876708,49.70719030561813,10209070.742885606,493.33609587858587,10.421939484860898,0,328.5636797205791
2023-10-01 16:30:00,54.24027295129148,49.503350527167136,10196806.94508807,652.0401571804528,10.421939484860898,0,573.9610948774778
2023-10-01 16:35:00,51.17528763363958,49.52764155352046,10191565.249178417,654.8378820797295,10.421939484860898,0,578.8970799389987
2023-10-01 16:40:00,50.90424957517587,49.86070627521468,10203176.085108979,498.02430659203753,10.421939484860898,0,334.83808344124776
2023-10-01 16:45:00,49.74777565069249,49.88457037632173,10204598.217746086,486.7930700172965,10.421939484860898,0,319.9061155727671
2023-10-01 16:50:00,58.83959976241525,49.85618109970819,10209690.967732152,566.7567592204297,10.421939484860898,0,433.63785256475956
2023-10-01 16:55:00,58.76294021875744,50.491371138752164,10196664.269498082,544.9351163752301,10.421939484860898,0,400.88827942949547
2023-10-01 17:00:00,48.736938251954165,50.0659602799871,10194951.032894367,284.61815506314315,10.421939484860898,0,109.36011715858898
2023-10-01 17:05:00,50.58996520575836,50.2860105934184,10195569.901042132,309.1942949416899,10.421939484860898,0,129.0615012330598
2023-10-01 17:10:00,43.59395683654579,50.051079821471795,10200971.449107934,255.52216686635077,10.421939484860898,0,88.14362997610152
2023-10-01 17:15:00,52.685624987024674,49.88819560564736,10197260.535603838,339.14576523507617,10.421939484860898,0,155.27679760379527
2023-10-01 17:20:00,52.80370131960372,49.92225700688952,10209659.099946631,384.60510057785393,10.410369111167523,0,199.6934625771765
2023-10-01 17:25:00,44.47743194551166,50.07862021906422,10203211.090938684,387.3231520254266,10.410369111167523,0,202.52595252813083
2023-10-01 17:30:00,50.23482765809925,50.20886163099391,10199481.376757598,363.46836211024754,10.410369111167523,0,178.3474878443931
2023-10-01 17:35:00,47.2978987085046,50.419476056481955,10200869.850848371,268.0890702005015,10.410369111167523,0,97.02686190730871
2023-10-01 17:40:00,47.892974265020555,49.521101187879864,10202604.809167037,399.0979848112528,10.410369111167523,0,215.02692199854403
2023-10-01 17:45:00,46.63581635369288,50.3798801533139,10208181.399162339,268.4808233590545,10.410369111167523,0,97.31063589060035
2023-10-01 17:50:00,49.428382490973654,50.19517350902748,10195073.836585028,281.38756789671663,10.410369111167523,0,106.89160054521959
2023-10-01 17:55:00,47.872281593824724,50.06838919322069,10193133.797203524,261.6570905419669,10.410369111167523,0,92.42698459169753
2023-10-01 18:00:00,45.723396862014795,50.057638527077735,10198728.992815152,0,10.410369111167523,0,0
2023-10-01 18:05:00,46.18488072965188,49.70006694884126,10202292.685177246,32.1711000406863,10.410369111167523,0,1.3972225650675918
2023-10-01 18:10:00,44.643970675754886,50.146522098897165,10205405.967615224,0,10.410369111167523,0,0
2023-10-01 18:15:00,45.01842124708068,50.31601588638186,10203596.613752404,49.750337808672185,10.410369111167523,0,3.341379751303946
2023-10-01 18:20:00,43.54478890762466,50.00907134754441,10195482.321074842,20.804768104821562,10.410369111167523,0,0.5843318074587908
2023-10-01 18:25:00,43.617525691052485,50.471679013544765,10193749.015443988,28.55248182834032,10.410369111167523,0,1.1005796950529005
2023-10-01 18:30:00,41.2136128165964,49.77706947031,10208599.442520933,0,10.410369111167523,0,0
2023-10-01 18:35:00,40.69712185754311,49.57444914298299,10192760.51327993,0,10.700840810399585,0,0
2023-10-01 18:40:00,39.510966859984514,50.045765725836524,10202573.383927567,0,10.700840810399585,0,0
2023-10-01 18:45:00,40.69234615055659,49.65652635564215,10191584.913135385,93.19328132030964,10.700840810399585,0,11.724733372382605
2023-10-01 18:50:00,43.60026876840065,50.38580142044741,10194477.107849086,0,10.700840810399585,0,0
2023-10-01 18:55:00,40.896364609570384,50.38630585524194,10194676.515575618,0,10.700840810399585,0,0
2023-10-01 19:00:00,32.96353673108553,50.30418504555475,10204025.500694793,0,10.700840810399585,0,0
2023-10-01 19:05:00,38.30599924196572,49.99009222972878,10199337.922978811,0,10.700840810399585,0,0
2023-10-01 19:10:00,39.91273687705482,49.817330521983955,10191351.966647606,0,10.700840810399585,0,0
2023-10-01 19:15:00,33.67712728342879,49.81612381274506,10208740.452778796,0,10.700840810399585,0,0
2023-10-01 19:20:00,38.66118756334191,50.31700507845933,10205054.767721932,0,10.700840810399585,0,0
2023-10-01 19:25:00,40.085991313260585,49.63771494031028,10198515.391908688,0,10.700840810399585,0,0
2023-10-01 19:30:00,40.90295874850332,49.541336597893064,10201352.022006337,0,10.700840810399585,0,0
2023-10-01 19:35:00,39.60812148217971,49.67274295853925,10202612.874919176,0,10.476623229743167,0,0
2023-10-01 19:40:00,40.15771369320108,50.232856509305414,10209664.261924842,0,10.476623229743167,1,0
2023-10-01 19:45:00,41.48965542928887,49.920089055709624,10203025.10757402,0,10.476623229743167,1,0
2023-10-01 19:50:00,36.547977728987505,49.758069796853725,10190789.04073812,0,10.476623229743167,1,0
2023-10-01 19:55:00,34.17455155633777,50.10147843947748,10194591.921603503,0,10.476623229743167,1,0
2023-10-01 20:00:00,33.08415092189069,49.689186229931636,10190489.913352609,0,10.476623229743167,1,0
2023-10-01 20:05:00,30.236011842170658,50.25526956865908,10198299.302486394,0,10.476623229743167,1,0
2023-10-01 20:10:00,34.90718853771811,49.99440221429711,10191320.140552051,0,10.476623229743167,0,0
